LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,FINAL_X,FINAL_Y,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1451239-DCA,Active,BIROTE CORPORATION,EL MITOTE,208,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,198,7,19,NULL,989755,221902,107,6,http://www.nyc.gov/mcb7,13053-2016-RSWC,Unenclosed,198,7,19,Application Review Completed,30 May 2017,15 Sep 2018,15 Dec 2016,27 Sep 2016,Ready For Review,27 Sep 2016,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,16 Nov 2016
1451259-DCA,Active,"ANTIKA PIZZERIA ASTORIA, INC.",NULL,3608,30TH AVE,ASTORIA,NY,11103,Unenclosed,129,6,12,41681571,1007175,217877,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,11852-2016-RSWC,Unenclosed,129,6,12,Application Review Completed,30 May 2017,15 Sep 2018,,07 Sep 2016,Ready For Review,07 Sep 2016,Approved,,Proceed,07 Sep 2016,Recommend Approval,07 Sep 2016,Waived,07 Sep 2016,NULL,,Approved,07 Sep 2016,Approved,07 Sep 2016,Issued,07 Sep 2016
1451389-DCA,Active,"EL CONDE NUEVO BAR & RESTAURANT, CORP.",EL CONDE RESTAURANT,4139,BROADWAY,NEW YORK,NY,10033,Enclosed,280,7,28,41702563,1001204,247534,112,10,http://www.nyc.gov/html/mancb12/html/home/home.shtml,7326-2016-RSWC,Enclosed,280,7,28,Application Review Completed,01 Jun 2017,15 May 2018,,27 Apr 2016,Ready For Review,27 Apr 2016,Approved,,Proceed,27 Apr 2016,Review Period Expired,27 Apr 2016,Waived,27 Apr 2016,NULL,,Approved,27 Apr 2016,Approved,27 Apr 2016,Issued,27 Apr 2016
1451850-DCA,Active,VEM GROUP CORP.,CRAVE,2855,36TH ST,ASTORIA,NY,11103,Unenclosed,231,5,10,41452652,1007320,218059,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,29572-2016-RSWC,Unenclosed,231,5,10,Application Review Completed,20 Dec 2016,15 Dec 2018,,12 Dec 2016,Ready For Review,12 Dec 2016,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,20 Dec 2016
1452060-DCA,Active,"YO-BURGER, INC.",YO-BURGER,3720,RIVERDALE AVE,BRONX,NY,10463,Unenclosed,419,26,52,41641062,1009980,262563,208,11,http://www.nyc.gov/bronxcb8,5931-2017-RSWC,Unenclosed,419,26,52,Application Review Completed,08 Feb 2017,15 Dec 2018,15 Mar 2017,03 Feb 2017,Ready For Review,03 Feb 2017,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,08 Feb 2017
1452982-DCA,Active,"SOH PEACE, INC.",NULL,87,MACDOUGAL ST,NEW YORK,NY,10012,Unenclosed,108,7,14,41704282,983858,204889,102,3,http://www.nyc.gov/manhattancb2,33384-2015-RSWC,Unenclosed,108,7,14,Application Review Completed,07 Apr 2017,15 Dec 2017,,16 Dec 2015,Ready For Review,16 Dec 2015,Approved,08 Feb 2016,NULL,,Review Period Expired,05 Feb 2016,Waived,08 Feb 2016,NULL,,Approved,31 Mar 2016,Approved,31 Mar 2016,Issued,31 Mar 2016
1453505-DCA,Active,92ND AND 3RD REST CORP.,3RD AVE ALE HOUSE,1644,3RD AVE,NEW YORK,NY,10128,Unenclosed,468,35,70,41697314,997740,224497,108,5,http://www.cb8m.com/,14874-2017-RSWC,Unenclosed,468,35,70,Application Review Completed,07 Apr 2017,15 Apr 2019,,29 Mar 2017,Ready For Review,29 Mar 2017,Approved,,Proceed,29 Mar 2017,Review Period Expired,29 Mar 2017,Waived,29 Mar 2017,NULL,,Approved,29 Mar 2017,Approved,29 Mar 2017,Issued,29 Mar 2017
1454076-DCA,Active,994 COLUMBUS AVENUE CORP.,ISOLA,994,COLUMBUS AVE,NEW YORK,NY,10025,Unenclosed,207,9,22,41706212,994835,231101,107,7,http://www.nyc.gov/mcb7,26451-2017-RSWC,Unenclosed,207,9,22,Application Review Completed,12 Sep 2017,15 Sep 2019,,12 Sep 2017,Ready For Review,12 Sep 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,12 Sep 2017
1454085-DCA,Active,1679 3RD AVENUE RESTAURANT CORP.,THE DISTRICT,1679,3RD AVE,NEW YORK,NY,10128,Unenclosed,407,19,45,41706325,998083,224860,108,5,http://www.cb8m.com/,14690-2017-RSWC,Unenclosed,407,19,45,Application Review Completed,28 Mar 2017,15 Apr 2019,,28 Mar 2017,Ready For Review,28 Mar 2017,Approved,,Pending Review,28 Mar 2017,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,28 Mar 2017
1454223-DCA,Active,"G.V.S. BAKERY, INC.",MARTHA'S BAKERY,3621,DITMARS BLVD,ASTORIA,NY,11105,Enclosed,285,12,23,41315709,1009820,221320,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,16677-2017-RSWC,Enclosed,285,12,23,Application Review Completed,02 Jun 2017,15 May 2019,,25 Apr 2017,Ready For Review,25 Apr 2017,Approved,,Proceed,02 Jun 2017,Review Period Expired,02 Jun 2017,Waived,02 Jun 2017,NULL,,Approved,02 Jun 2017,Approved,02 Jun 2017,Issued,02 Jun 2017
1454246-DCA,Active,BARNORTH GROUP LLC,GREY LADY,77,DELANCEY ST,NEW YORK,NY,10002,Unenclosed,254,4,16,41651295,986988,201167,103,1,http://www.nyc.gov/manhattancb3,27573-2017-RSWC,Unenclosed,254,4,16,Application Review Completed,11 Dec 2017,15 Sep 2019,,23 Oct 2017,Ready For Review,23 Oct 2017,Approved,,Proceed,11 Dec 2017,Recommend Approval,11 Dec 2017,Waived,11 Dec 2017,NULL,,Approved,11 Dec 2017,Approved,11 Dec 2017,Issued,11 Dec 2017
1454468-DCA,Active,"TIN MARIN BAR & LOUNGE, INC.",TIN MARIN RESTAURANT & LOUNGE,3708,RIVERDALE AVE,BRONX,NY,10463,Unenclosed,146,7,14,41654160,1009984,262444,208,11,http://www.nyc.gov/bronxcb8,30052-2017-RSWC,Unenclosed,146,7,14,Submitted,12 Dec 2017,15 Dec 2017,,12 Dec 2017,Submitted,,Under Review,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
1454646-DCA,Active,"PQ 933 BROADWAY, INC.",LE PAIN QUOTIDIEN,929,BROADWAY,NEW YORK,NY,10010,Unenclosed,126,6,15,41652335,987083,209001,105,2,http://www.cb5.org,25963-2017-RSWC,Unenclosed,126,6,15,Pending Review,15 Nov 2017,20 Dec 2017,20 Dec 2017,25 Aug 2017,Ready For Review,25 Aug 2017,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
1454964-DCA,Active,"18 GREENWICH AVENUE, LLC",ROSEMARY'S,18,GREENWICH AVE,NEW YORK,NY,10011,Unenclosed,183,8,16,41668282,984279,207007,102,3,http://www.nyc.gov/manhattancb2,27042-2015-RSWC,Unenclosed,183,8,16,Application Review Completed,31 May 2017,15 Dec 2017,,01 Oct 2015,Ready For Review,02 Oct 2015,Approved,29 Mar 2016,NULL,,Review Period Expired,20 Mar 2016,Waived,29 Mar 2016,NULL,,Approved,09 May 2016,Approved,09 May 2016,Issued,09 May 2016
1455060-DCA,Inactive,"SUGAR AND PLUMM (UPPER WEST), LLC",NULL,173,W 78TH ST,NEW YORK,NY,10024,Unenclosed,482,20,40,NULL,990305,224377,107,6,http://www.nyc.gov/mcb7,32733-2015-RSWC,Unenclosed,482,20,40,Application Review Completed,04 Apr 2016,15 Dec 2017,,10 Dec 2015,Ready For Review,14 Dec 2015,Approved,01 Feb 2016,Pending Review,14 Dec 2015,Review Period Expired,01 Feb 2016,Waived,01 Feb 2016,NULL,,Approved,17 Mar 2016,Approved,17 Mar 2016,Issued,04 Apr 2016
1455197-DCA,Active,"EAST HARLEM SMOKEHOUSE, INC.",HARLEY SMOKESHACK,355,E 116TH ST,NEW YORK,NY,10029,Unenclosed,81,2,8,41613392,1001952,229442,111,8,http://www.cb11m.org/,15845-2017-RSWC,Unenclosed,81,2,8,Application Review Completed,12 Apr 2017,15 Apr 2019,,12 Apr 2017,Ready For Review,12 Apr 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,12 Apr 2017
1455725-DCA,Inactive,ABV UNLIMITED LLC,TUTU'S,25,BOGART ST,BROOKLYN,NY,11206,Unenclosed,264,18,36,41690235,1002790,195809,301,34,http://www.nyc.gov/brooklyncb1,12105-2015-RSWC,Unenclosed,264,18,36,Application Review Completed,20 Aug 2015,15 Apr 2017,30 Jul 2015,16 Mar 2015,Ready For Review,16 Mar 2015,Approved,18 Mar 2015,NULL,,Review Period Expired,11 May 2015,Recommendation Issued,11 May 2015,SWC Public Hearing,,Review Period Expired,01 Jun 2015,Approved,12 Jun 2015,Issued,25 Jun 2015
1455729-DCA,Active,"DINOSAUR RESTAURANTS, LLC",DINOSAUR BAR-B-QUE,604,UNION ST,BROOKLYN,NY,11215,Unenclosed,517,6,36,41709869,988673,186132,306,39,http://www.brooklyncb6.org/,27476-2017-RSWC,Unenclosed,517,6,36,Application Review Completed,26 Oct 2017,15 Sep 2019,,13 Oct 2017,Ready For Review,16 Oct 2017,Approved,,Proceed,26 Oct 2017,Review Period Expired,26 Oct 2017,Waived,26 Oct 2017,NULL,,Approved,26 Oct 2017,Approved,26 Oct 2017,Issued,26 Oct 2017
1456597-DCA,Active,FOYER LLC,NULL,50,W 22ND ST,NEW YORK,NY,10010,Unenclosed,88,4,4,41696334,986422,209503,105,3,http://www.cb5.org,16280-2017-RSWC,Unenclosed,88,4,4,Application Review Completed,28 Jul 2017,15 Apr 2019,22 May 2017,18 Apr 2017,Ready For Review,18 Apr 2017,Approved,,Proceed,28 Jul 2017,Review Period Expired,28 Jul 2017,Waived,28 Jul 2017,NULL,,Review Period Expired,28 Jul 2017,Waived,28 Jul 2017,Issued,28 Jul 2017
1456625-DCA,Active,51 KENT CAFE INC.,KENT ALE HOUSE,51,KENT AVE,BROOKLYN,NY,11249,Unenclosed,437,24,50,41635973,995520,202442,301,33,http://www.nyc.gov/brooklyncb1,15990-2017-RSWC,Unenclosed,437,24,50,Application Review Completed,19 Jul 2017,15 Apr 2019,,13 Apr 2017,Ready For Review,13 Apr 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,19 Jul 2017
1456771-DCA,Active,"SIMMONS PROVISIONS OF NY, LLC",KIWIANA,847A,UNION ST,BROOKLYN,NY,11215,Unenclosed,83,2,12,41604289,991014,185096,306,39,http://www.brooklyncb6.org/,15822-2017-RSWC,Unenclosed,83,2,12,Application Review Completed,11 Apr 2017,15 Apr 2019,,11 Apr 2017,Ready For Review,11 Apr 2017,Approved,,Proceed,11 Apr 2017,Review Period Expired,11 Apr 2017,Waived,11 Apr 2017,NULL,,Approved,11 Apr 2017,Approved,11 Apr 2017,Issued,11 Apr 2017
1457312-DCA,Active,"MIDTOWN HOSPITALITY, LLC",NULL,945,2ND AVE,NEW YORK,NY,10022,Unenclosed,105,4,8,41671961,992962,214393,106,4,http://cbsix.org,30063-2017-RSWC,Unenclosed,105,4,8,Application Review Completed,12 Dec 2017,15 Dec 2019,,12 Dec 2017,Ready For Review,12 Dec 2017,Approved,,Proceed,12 Dec 2017,Review Period Expired,12 Dec 2017,Waived,12 Dec 2017,NULL,,Approved,12 Dec 2017,Approved,12 Dec 2017,Issued,12 Dec 2017
1457455-DCA,Active,"MEDI WINEBAR, LLC",MEDI WINEBAR LLC,811,9TH AVE,NEW YORK,NY,10019,Unenclosed,135,3,12,41540996,987735,218339,104,3,http://www.nyc.gov/mcb4,21256-2017-RSWC,Unenclosed,135,3,12,Application Review Completed,25 Jul 2017,15 Apr 2019,,06 Jul 2017,Ready For Review,06 Jul 2017,Approved,,Proceed,25 Jul 2017,Recommend Approval,25 Jul 2017,Waived,25 Jul 2017,NULL,,Approved,25 Jul 2017,Approved,25 Jul 2017,Issued,25 Jul 2017
1457681-DCA,Inactive,QUIMERA RESTAURANT GROUP LLC,NULL,81,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,339,17,34,41689595,983842,207783,102,3,http://www.nyc.gov/manhattancb2,19488-2015-RSWC,Unenclosed,339,17,34,Application Review Completed,09 Jan 2017,15 Apr 2017,,20 May 2015,Ready For Review,20 May 2015,Approved,04 Aug 2015,Pending Review,27 May 2015,Recommend Denial,22 Jun 2015,Recommendation Issued,23 Jul 2015,NULL,,Approved,09 Jan 2017,Approved,09 Jan 2017,Issued,09 Jan 2017
1457685-DCA,Active,SARABETH'S PAS LLC,SARABETH'S,381,PARK AVE S,NEW YORK,NY,10016,Unenclosed,547,23,46,41707090,988566,209737,105,2,http://www.cb5.org,15445-2017-RSWC,Unenclosed,547,23,46,Application Review Completed,05 Apr 2017,15 Apr 2019,,05 Apr 2017,Ready For Review,05 Apr 2017,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,05 Apr 2017
1458260-DCA,Active,MRMADISON LLC,NULL,1167,MADISON AVE,NEW YORK,NY,10028,Small Unenclosed,153,4,8,41712685,995641,223653,108,4,http://www.cb8m.com/,28835-2017-RSWC,Small Unenclosed,153,4,8,Application Review Completed,30 Nov 2017,15 Dec 2019,,30 Nov 2017,Ready For Review,30 Nov 2017,Approved,,Proceed,30 Nov 2017,Recommend Approval,30 Nov 2017,Waived,30 Nov 2017,NULL,,Approved,30 Nov 2017,Approved,30 Nov 2017,Issued,30 Nov 2017
1458267-DCA,Active,PIACERE ENTERPRISES LLC,PIACERE,351,BROOME ST,NEW YORK,NY,10013,Unenclosed,170,8,24,41717184,985636,201419,102,1,http://www.nyc.gov/manhattancb2,16144-2017-RSWC,Unenclosed,170,8,24,Application Review Completed,19 Jun 2017,15 Apr 2019,15 May 2017,14 Apr 2017,Ready For Review,14 Apr 2017,Approved,,Proceed,19 Jun 2017,Review Period Expired,19 Jun 2017,Waived,19 Jun 2017,NULL,,Review Period Expired,19 Jun 2017,Waived,19 Jun 2017,Issued,19 Jun 2017
1458496-DCA,Active,"LAFAYETTE STREET PARTNERS II, LLC",LAFAYETTE,380,LAFAYETTE ST,NEW YORK,NY,10003,Unenclosed,962,23,84,41714997,986015,204362,102,1,http://www.nyc.gov/manhattancb2,5537-2016-RSWC,Unenclosed,962,23,84,Application Review Completed,07 Apr 2017,15 Sep 2018,,30 Mar 2016,Ready For Review,30 Mar 2016,Approved,,Proceed,30 Mar 2016,Recommend Approval,30 Mar 2016,Waived,30 Mar 2016,NULL,,Approved,30 Mar 2016,Approved,30 Mar 2016,Issued,30 Mar 2016
1458528-DCA,Active,658-660 AMSTERDAM CORP.,NULL,658,AMSTERDAM AVE,NEW YORK,NY,10025,Unenclosed,179,8,18,41696881,991915,227769,107,6,http://www.nyc.gov/mcb7,30900-2015-RSWC,Unenclosed,179,8,18,Application Review Completed,10 Apr 2017,15 Dec 2017,,24 Nov 2015,Ready For Review,24 Nov 2015,Approved,14 Jan 2016,NULL,,Review Period Expired,14 Jan 2016,Waived,14 Jan 2016,NULL,,Approved,23 Feb 2016,Approved,23 Feb 2016,Issued,23 Feb 2016
1458701-DCA,Active,ABRIL NY CORPORATION,NULL,162,FRANKLIN ST,BROOKLYN,NY,11222,Unenclosed,116,6,13,41482610,995992,205526,301,33,http://www.nyc.gov/brooklyncb1,6244-2016-RSWC,Unenclosed,116,6,13,Application Review Completed,14 Jun 2017,15 Apr 2018,20 Sep 2016,07 Apr 2016,Ready For Review,07 Apr 2016,Approved,07 Apr 2016,NULL,,Review Period Expired,28 May 2016,Waived,01 Jun 2016,NULL,,Review Period Expired,22 Jun 2016,Approved,25 Jul 2016,Issued,25 Jul 2016
1458966-DCA,Active,"PLAN A GROUP, LLC",FORGTMENOT,138,DIVISION ST,NEW YORK,NY,10002,Unenclosed,134,4,16,41665625,986588,199612,103,1,http://www.nyc.gov/manhattancb3,26609-2017-RSWC,Unenclosed,134,4,16,Application Review Completed,13 Nov 2017,15 Sep 2019,,15 Sep 2017,Ready For Review,15 Sep 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,13 Nov 2017
1458968-DCA,Active,SYMBIONTS LIVING LLC,BAREBURGER,145,COURT ST,BROOKLYN,NY,11201,Unenclosed,292,10,24,41718673,986354,190373,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,33402-2015-RSWC,Unenclosed,292,10,24,Application Review Completed,14 Jun 2017,15 Dec 2017,31 Jul 2016,16 Dec 2015,Ready For Review,16 Dec 2015,Approved,08 Feb 2016,NULL,,Review Period Expired,05 Feb 2016,Waived,08 Feb 2016,NULL,,Approved,07 Apr 2016,Approved,07 Apr 2016,Issued,10 Aug 2016
1459183-DCA,Inactive,53 WEST 72ND STREET CAFE LLC,NULL,53,W 72ND ST,NEW YORK,NY,10023,Enclosed,344,13,26,41709840,990323,222561,107,6,http://www.nyc.gov/mcb7,1459183-ASWC,Enclosed,344,13,26,Application Review Completed,11 Jun 2015,15 May 2017,15 Aug 2015,31 Dec 2000,NULL,,Approved,,Proceed,01 Apr 2015,Review Period Expired,28 Apr 2015,Recommendation Issued,30 Apr 2015,NULL,,Approved,29 May 2015,Approved,29 May 2015,Issued,11 Jun 2015
1459346-DCA,Active,"NARICHE, LLC",VINATERIA,2211,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,467,20,44,NULL,997003,233218,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,26111-2017-RSWC,Unenclosed,467,20,44,Application Review Completed,01 Sep 2017,15 Sep 2019,,30 Aug 2017,Ready For Review,01 Sep 2017,Approved,,Proceed,01 Sep 2017,Review Period Expired,01 Sep 2017,Waived,01 Sep 2017,NULL,,Approved,01 Sep 2017,Approved,01 Sep 2017,Issued,01 Sep 2017
1459360-DCA,Active,B&R SORRENTO CORP.,INTERMEZZO,202,8TH AVE,NEW YORK,NY,10011,Unenclosed,60,4,8,41647939,984370,210157,104,3,http://www.nyc.gov/mcb4,602-2016-RSWC,Unenclosed,60,4,8,Application Review Completed,31 May 2017,15 Dec 2017,,28 Jan 2016,Ready For Review,28 Jan 2016,Approved,29 Mar 2016,NULL,,Review Period Expired,19 Mar 2016,Waived,29 Mar 2016,NULL,,Approved,11 May 2016,Approved,11 May 2016,Issued,11 May 2016
1459364-DCA,Active,"L&K 48 VENTURE, INC.",TOASTIES,6,E 48TH ST,NEW YORK,NY,10017,Small Unenclosed,149,4,16,41719499,990456,214992,105,4,http://www.cb5.org,3135-2013-RSWC,Small Unenclosed,149,4,16,Application Review Completed,20 Aug 2015,15 Dec 2017,,15 Nov 2013,Ready For Review,15 Nov 2013,Approved,03 Jan 2014,Proceed,02 Dec 2013,Recommend Approval,30 Jan 2014,Recommendation Issued,30 Jan 2014,SWC Public Hearing,,Review Period Expired,01 Jun 2015,Approved,10 Aug 2015,Issued,12 Aug 2015
1459574-DCA,Inactive,NOISETTE CAFE INC.,NOISETTE,2421,STEINWAY ST,ASTORIA,NY,11103,Unenclosed,212,11,27,41696014,1008847,219344,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,1094-2016-RSWC,Unenclosed,212,11,27,Application Review Completed,31 May 2017,15 Dec 2017,,12 Feb 2016,Ready For Review,12 Feb 2016,Approved,08 Mar 2016,NULL,,Recommend Approval,07 Mar 2016,Recommendation Issued,07 Mar 2016,SWC Public Hearing,06 Apr 2016,Approved,13 Jun 2016,Approved,13 Jun 2016,Issued,13 Jun 2016
1459624-DCA,Active,"SHIP WRECKED BAR AND GRILL, INC.",WICKED WILLY'S,149,BLEECKER ST,NEW YORK,NY,10012,Enclosed,110,5,9,41230004,984445,204673,102,1,http://www.nyc.gov/manhattancb2,17744-2017-RSWC,Enclosed,110,5,9,Application Review Completed,21 Jul 2017,15 May 2019,11 Jun 2017,11 May 2017,Ready For Review,11 May 2017,Approved,,Proceed,21 Jul 2017,Review Period Expired,21 Jul 2017,Waived,21 Jul 2017,NULL,,Review Period Expired,21 Jul 2017,Approved,21 Jul 2017,Issued,21 Jul 2017
1459639-DCA,Inactive,GENMARK RESTAURANT INC.,BARKING DOG,1453,YORK AVE,NEW YORK,NY,10075,Unenclosed,320,9,17,41717853,997697,219978,108,5,http://www.cb8m.com/,32011-2015-RSWC,Unenclosed,320,9,17,Application Review Completed,07 Apr 2017,15 Sep 2018,,04 Dec 2015,Ready For Review,04 Dec 2015,Approved,01 Feb 2016,NULL,,Review Period Expired,24 Jan 2016,Waived,29 Jan 2016,NULL,,Approved,07 Apr 2016,Approved,07 Apr 2016,Issued,07 Apr 2016
1459753-DCA,Inactive,GEOGURT LLC,VANILLA SKY,7035,AUSTIN ST,FOREST HILLS,NY,11375,Unenclosed,245,13,28,NULL,1027055,201869,406,29,http://queenscb6.org/,26303-2015-RSWC,Unenclosed,245,13,28,Application Review Completed,27 Jun 2017,15 Sep 2017,,15 Sep 2015,Ready For Review,15 Sep 2015,Approved,26 Oct 2015,NULL,,Review Period Expired,23 Oct 2015,Waived,23 Oct 2015,NULL,,Approved,04 Dec 2015,Approved,04 Dec 2015,Issued,04 Dec 2015
1459845-DCA,Active,"TWO BIKES, LLC",DUDLEY'S,85,ORCHARD ST,NEW YORK,NY,10002,Small Unenclosed,134,6,12,41060193,986902,200864,103,1,http://www.nyc.gov/manhattancb3,17551-2017-RSWC,Small Unenclosed,134,6,12,Application Review Completed,27 Oct 2017,15 Apr 2019,,09 May 2017,Ready For Review,09 May 2017,Approved,11 May 2017,NULL,,Review Period Expired,01 Jul 2017,Waived,21 Jul 2017,NULL,,Review Period Expired,11 Aug 2017,Approved,27 Oct 2017,Issued,27 Oct 2017
1460536-DCA,Active,IM FOOD LLC,ZIZI LEMONA,129,HAVEMEYER ST,BROOKLYN,NY,11211,Unenclosed,71,5,10,41698760,996204,198825,301,34,http://www.nyc.gov/brooklyncb1,30040-2017-RSWC,Unenclosed,71,5,10,Application Review Completed,12 Dec 2017,15 Sep 2019,,12 Dec 2017,Ready For Review,12 Dec 2017,Approved,,Proceed,12 Dec 2017,Review Period Expired,12 Dec 2017,Waived,12 Dec 2017,NULL,,Review Period Expired,12 Dec 2017,Waived,12 Dec 2017,Issued,12 Dec 2017
1460864-DCA,Active,WIN WIN DISTRIBUTION INC.,NULL,2858,32ST ST,ASTORIA,NY,11102,Unenclosed,84,2,8,41666477,1006166,218919,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,30499-2015-RSWC,Unenclosed,84,2,8,Application Review Completed,31 May 2017,15 Dec 2017,,20 Nov 2015,Ready For Review,20 Nov 2015,Approved,23 Nov 2015,NULL,,Review Period Expired,13 Jan 2016,Waived,16 Mar 2016,NULL,,Review Period Expired,06 Apr 2016,Approved,09 May 2016,Issued,09 May 2016
1460948-DCA,Inactive,2953 BROADWAY INC.,VINE SUSHI,2955,BROADWAY,NEW YORK,NY,10025,Unenclosed,147,6,12,41702361,994091,233636,109,7,http://www.cb9m.org,31085-2015-RSWC,Unenclosed,147,6,12,Application Review Completed,07 Apr 2017,15 Dec 2017,,26 Nov 2015,Ready For Review,27 Nov 2015,Approved,08 Mar 2016,NULL,,Review Period Expired,02 Mar 2016,Waived,07 Mar 2016,NULL,,Approved,07 Apr 2016,Approved,07 Apr 2016,Issued,07 Apr 2016
1461135-DCA,Active,OVERTIME 1ST AVENUE CORP,PRIME ONE 16 E.HARLEM NYC,2257,1 AVENUE,NEW YORK,NY,10029,Unenclosed,266,16,32,41721716,0,0,0,0,http://www.nyc.gov/html/cau/html/cb/cb.shtml,17097-2017-RSWC,Unenclosed,266,16,32,Application Review Completed,03 May 2017,15 Apr 2019,31 May 2017,28 Apr 2017,Ready For Review,28 Apr 2017,Approved,,Proceed,03 May 2017,Review Period Expired,03 May 2017,Waived,03 May 2017,NULL,,Review Period Expired,03 May 2017,Approved,03 May 2017,Issued,03 May 2017
1462267-DCA,Active,SPEAK INTEGRATED CORP.,BOCCA DI BACCO,167,9TH AVE,NEW YORK,NY,10011,Unenclosed,232,10,21,41666383,983440,210563,104,3,http://www.nyc.gov/mcb4,16339-2017-RSWC,Unenclosed,232,10,21,Application Review Completed,28 Apr 2017,15 Apr 2019,,19 Apr 2017,Ready For Review,19 Apr 2017,Approved,,Proceed,28 Apr 2017,Review Period Expired,28 Apr 2017,Waived,28 Apr 2017,NULL,,Approved,28 Apr 2017,Approved,28 Apr 2017,Issued,28 Apr 2017
1462339-DCA,Active,PRET A MANGER (USA) LIMITED,PRET A MANGER,350,HUDSON ST,NEW YORK,NY,10014,Unenclosed,421,10,20,41629513,982293,204378,102,3,http://www.nyc.gov/manhattancb2,27731-2017-RSWC,Unenclosed,421,10,20,Application Review Completed,02 Nov 2017,15 Sep 2019,,02 Nov 2017,Ready For Review,02 Nov 2017,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,02 Nov 2017
1462355-DCA,Active,PRET A MANGER (USA) LIMITED,PRET A MANGER,821,BROADWAY,NEW YORK,NY,10003,Unenclosed,235,5,9,50034176,986660,206491,102,2,http://www.nyc.gov/manhattancb2,18089-2017-RSWC,Unenclosed,235,5,9,Application Review Completed,24 Oct 2017,15 Apr 2019,,17 May 2017,Ready For Review,17 May 2017,Approved,,Proceed,24 Oct 2017,Recommend Approval,24 Oct 2017,Waived,24 Oct 2017,NULL,,Approved,24 Oct 2017,Approved,24 Oct 2017,Issued,24 Oct 2017
1462753-DCA,Active,BROCCOLINO CORP.,BROCCOLINO,446,DEAN ST,BROOKLYN,NY,11217,Unenclosed,53,4,8,41719935,990810,187721,306,39,http://www.brooklyncb6.org/,26562-2017-RSWC,Unenclosed,53,4,8,Application Review Completed,03 Oct 2017,15 Sep 2019,,14 Sep 2017,Ready For Review,14 Sep 2017,Approved,,Proceed,03 Oct 2017,Review Period Expired,03 Oct 2017,Waived,03 Oct 2017,NULL,,Review Period Expired,03 Oct 2017,Waived,03 Oct 2017,Issued,03 Oct 2017
1463183-DCA,Active,COOPER SQUARE 267 LLC,MORGAN'S BBQ,267,FLATBUSH AVE,BROOKLYN,NY,11217,Unenclosed,641,30,68,50000229,991396,186981,308,35,http://www.brooklyncb8.org/,27364-2017-RSWC,Unenclosed,641,30,68,Pending Review,04 Dec 2017,08 Jan 2018,08 Jan 2018,05 Oct 2017,Ready For Review,05 Oct 2017,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
1463209-DCA,Inactive,"THREE KINGS OF KINGS COUNTY, LLC",TALDE,369,7TH AVE,BROOKLYN,NY,11215,Unenclosed,293,11,22,41637925,989074,181716,306,39,http://www.brooklyncb6.org/,26102-2017-RSWC,Unenclosed,293,11,22,Pending Review,17 Oct 2017,18 Nov 2017,18 Nov 2017,30 Aug 2017,Ready For Review,30 Aug 2017,Issued Temp Op Letter,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
